7.1;7.2;7.3;8.1;8.2;8.3;9.1;9.2;9.3;10.1;10.2;10.3;11.1;11.2;11.3;12.1;12.2;12.3;13.1;13.2;13.3;14.1;14.2;14.3;
5.89637256724e-05;6.56750440416e-05;6.56750440416e-05;5.73174805626e-05;6.23901774486e-05;6.23901774486e-05;5.89533875305e-05;6.56635292006e-05;6.56635292006e-05;5.89522302301e-05;6.5662240175e-05;6.5662240175e-05;5.89508762211e-05;6.56607320512e-05;6.56607320512e-05;5.73132565107e-05;6.23855795607e-05;6.56606227899e-05;5.89479538339e-05;6.56574770346e-05;6.56574770346e-05;5.8943916154e-05;6.56529797813e-05;6.56529797813e-05;
5.89374353582e-05;6.56457613339e-05;6.56457613339e-05;5.89452584781e-05;6.56544748902e-05;6.56544748902e-05;5.89457927869e-05;6.56550700147e-05;6.56550700147e-05;5.89483882795e-05;6.56579609292e-05;6.56579609292e-05;5.89495083816e-05;6.56592085226e-05;6.56592085226e-05;5.89435935956e-05;6.56526205089e-05;6.23779764203e-05;5.89345678827e-05;6.56425674791e-05;6.56425674791e-05;5.89364474271e-05;6.56446609554e-05;6.56446609554e-05;
5.89380376995e-05;5.89380376995e-05;5.89380376995e-05;5.89384861671e-05;5.89384861671e-05;5.89384861671e-05;5.8929515448e-05;5.8929515448e-05;5.8929515448e-05;5.89266728613e-05;5.89266728613e-05;5.89266728613e-05;5.8917548176e-05;5.8917548176e-05;5.8917548176e-05;5.89094678226e-05;5.89094678226e-05;5.89094678226e-05;5.8919117382e-05;5.8919117382e-05;5.8919117382e-05;5.8905187259e-05;5.8905187259e-05;5.8905187259e-05;
5.88981556045e-05;6.56020107139e-05;6.56020107139e-05;5.88966237954e-05;6.56003045526e-05;6.56003045526e-05;5.89045747999e-05;6.56091605494e-05;6.56091605494e-05;5.89007356956e-05;6.5604884474e-05;6.5604884474e-05;5.89057819352e-05;6.56105050824e-05;6.56105050824e-05;5.89195337388e-05;6.56258221319e-05;6.56258221319e-05;5.89156273653e-05;6.56214711304e-05;6.56214711304e-05;5.89270746014e-05;6.5634221304e-05;6.5634221304e-05;
5.89249696283e-05;6.56318767405e-05;6.56318767405e-05;5.89269326947e-05;6.56340632453e-05;6.56340632453e-05;5.89293760537e-05;6.56367847102e-05;6.56367847102e-05;5.89361950843e-05;6.56443798907e-05;6.56443798907e-05;5.89405460914e-05;6.56492261343e-05;6.56492261343e-05;5.89315410862e-05;6.56391961692e-05;6.56391961692e-05;5.8926129925e-05;6.56331691034e-05;6.56331691034e-05;5.89270103787e-05;6.56341497714e-05;6.56341497714e-05;
5.89263528754e-05;6.56334174303e-05;6.56334174303e-05;5.89246608779e-05;6.56315328478e-05;6.56315328478e-05;5.89242479539e-05;6.56310729242e-05;6.56310729242e-05;5.89221473887e-05;6.56287332704e-05;6.56287332704e-05;5.8912958371e-05;6.56184983481e-05;6.56184983481e-05;5.89130318134e-05;6.56185801499e-05;6.56185801499e-05;5.72838415967e-05;6.56269237526e-05;6.56269237526e-05;5.89199011751e-05;6.56262313902e-05;6.56262313902e-05;
5.89263528754e-05;6.56334174303e-05;6.56334174303e-05;5.89272022059e-05;6.56343634326e-05;6.56343634326e-05;5.89275921741e-05;6.56347977874e-05;6.56347977874e-05;5.89296913044e-05;6.56371358431e-05;6.56371358431e-05;5.89386408949e-05;6.56471040862e-05;6.56471040862e-05;5.89460042401e-05;6.56553055357e-05;6.56553055357e-05;5.89498898041e-05;6.56596333591e-05;6.56596333591e-05;5.89541368667e-05;6.56643638271e-05;6.56643638271e-05;
5.89368198436e-05;6.56450757608e-05;6.56450757608e-05;5.89552623805e-05;6.56656174482e-05;6.56656174482e-05;5.89550598438e-05;6.56653918585e-05;6.56653918585e-05;5.89507337787e-05;6.56605733958e-05;6.56605733958e-05;5.89477207571e-05;6.56572174286e-05;6.56572174286e-05;5.89413662293e-05;6.56501396213e-05;6.56501396213e-05;5.89413881149e-05;6.56501639979e-05;6.56501639979e-05;5.7303895599e-05;6.5649898512e-05;6.5649898512e-05;
5.89351402895e-05;5.89351402895e-05;5.89351402895e-05;5.89354532173e-05;5.89354532173e-05;5.89354532173e-05;5.89333748549e-05;5.89333748549e-05;5.89333748549e-05;5.89306101504e-05;5.89306101504e-05;5.89306101504e-05;5.89316689905e-05;5.89316689905e-05;5.89316689905e-05;5.89330159462e-05;5.89330159462e-05;5.89330159462e-05;5.7287469559e-05;5.89242544036e-05;5.89242544036e-05;5.72837420987e-05;5.5647063753e-05;5.5647063753e-05;
5.72834921284e-05;6.56265233861e-05;6.56265233861e-05;5.89253547997e-05;6.56323057525e-05;6.56323057525e-05;5.72903679245e-05;6.56344006047e-05;6.56344006047e-05;5.72900380078e-05;6.56340226375e-05;6.56340226375e-05;5.72786339515e-05;6.56209576419e-05;6.56209576419e-05;5.72832413425e-05;6.56262360746e-05;6.56262360746e-05;5.89267
