7.1;7.2;7.3;8.1;8.2;8.3;9.1;9.2;9.3;10.1;10.2;10.3;11.1;11.2;11.3;12.1;12.2;12.3;13.1;13.2;13.3;14.1;14.2;14.3;
5.80414154958e-05;5.80414154958e-05;5.80414154958e-05;5.81064586985e-05;5.81064586985e-05;5.81064586985e-05;5.22973471103e-05;4.64865307647e-05;5.81081634559e-05;5.80480342086e-05;5.80480342086e-05;5.80480342086e-05;5.80833990833e-05;5.80833990833e-05;5.80833990833e-05;5.80735185608e-05;5.80735185608e-05;5.80735185608e-05;5.81047231196e-05;5.81047231196e-05;5.81047231196e-05;5.80253503483e-05;5.80253503483e-05;5.80253503483e-05;
5.89507632495e-05;6.5660606221e-05;6.23855638183e-05;5.73132420481e-05;6.23855638183e-05;6.23855638183e-05;5.89523043319e-05;6.56623227111e-05;6.23871946927e-05;5.72993256603e-05;6.23704158059e-05;6.23704158059e-05;5.72942216874e-05;6.23648601224e-05;6.23648601224e-05;5.72836511877e-05;6.23533541152e-05;6.23533541152e-05;5.72829795189e-05;6.56259361178e-05;6.56259361178e-05;5.72876411816e-05;6.56312767266e-05;6.56312767266e-05;
5.72649709574e-05;6.56053047066e-05;6.56053047066e-05;5.7243697273e-05;6.55809326249e-05;6.55809326249e-05;5.72418967573e-05;6.55788698738e-05;6.55788698738e-05;5.72507712699e-05;6.55890369113e-05;6.55890369113e-05;5.72540252393e-05;6.55927648038e-05;6.55927648038e-05;5.72529572431e-05;6.55915412596e-05;6.55915412596e-05;5.72515564093e-05;6.23184188929e-05;6.5589936402e-05;5.72508431527e-05;6.23176425119e-05;6.23176425119e-05;
5.72602391701e-05;6.23278700931e-05;6.23278700931e-05;5.72788334575e-05;6.23481100074e-05;6.23481100074e-05;5.72790723488e-05;6.2348370041e-05;6.2348370041e-05;5.72855624225e-05;6.23554344975e-05;6.23554344975e-05;5.72873952668e-05;6.23574295517e-05;6.23574295517e-05;5.89361485154e-05;6.56443280213e-05;6.56443280213e-05;5.89382878137e-05;6.56467108169e-05;6.23723614939e-05;5.89431057661e-05;6.56520771541e-05;6.56520771541e-05;
5.89495743373e-05;6.56592819854e-05;6.56592819854e-05;5.89504118474e-05;6.56602148219e-05;6.56602148219e-05;5.89519840676e-05;6.56619659939e-05;6.56619659939e-05;5.89482364474e-05;6.56577918153e-05;6.56577918153e-05;5.89454091724e-05;6.56546427367e-05;6.56546427367e-05;5.73064753421e-05;6.2378198247e-05;6.2378198247e-05;5.56689011414e-05;6.56525634695e-05;6.56525634695e-05;5.56674306047e-05;6.23762744653e-05;6.23762744653e-05;
5.56798932734e-05;5.56798932734e-05;5.8955181113e-05;5.73089389524e-05;5.89463372082e-05;5.89463372082e-05;5.56710788658e-05;5.89458482108e-05;5.89458482108e-05;5.73104730184e-05;5.89479151046e-05;5.89479151046e-05;5.73127207199e-05;5.89502270262e-05;5.89502270262e-05;5.72916906286e-05;5.89285960752e-05;5.89285960752e-05;5.8927179209e-05;5.56534470307e-05;5.56534470307e-05;5.89263434806e-05;5.89263434806e-05;5.89263434806e-05;
5.88872506077e-05;6.5589864498e-05;6.5589864498e-05;5.88965527752e-05;6.56002254488e-05;6.56002254488e-05;5.88971737526e-05;6.23288518981e-05;6.23288518981e-05;5.88986379272e-05;6.56025479352e-05;6.56025479352e-05;5.72627783464e-05;6.56027927537e-05;6.56027927537e-05;5.89207737321e-05;6.56272032626e-05;6.56272032626e-05;5.89220681753e-05;6.56286450408e-05;6.56286450408e-05;5.89176275174e-05;6.56236989422e-05;6.56236989422e-05;
5.89523649608e-05;6.56623902409e-05;6.56623902409e-05;5.89515379207e-05;6.56614690661e-05;6.56614690661e-05;5.8937909487e-05;6.56462894286e-05;6.56462894286e-05;5.72949285259e-05;6.23656295174e-05;6.56396254331e-05;5.89316117701e-05;6.23652964668e-05;6.23652964668e-05;5.89265940564e-05;6.56336860628e-05;6.56336860628e-05;5.89269586361e-05;6.56340921394e-05;6.56340921394e-05;5.89272474986e-05;6.56344138805e-05;6.56344138805e-05;
5.89205051209e-05;6.56269040777e-05;6.23535426821e-05;5.8922669081e-05;6.56293143422e-05;6.56293143422e-05;5.89361645059e-05;6.56443458318e-05;6.56443458318e-05;5.89408826454e-05;6.56496009953e-05;6.2375107515e-05;5.89414687832e-05;6.5650253848e-05;6.5650253848e-05;5.89478290864e-05;6.56573380881e-05;6.56573380881e-05;5.89478268412e-05;6.56573355874e-05;6.56573355874e-05;5.89543910474e-05;6.5664646939e-05;6.5664646939e-05;
