1;2;
2.03841579464e-05;0.0;
4.08532739357e-05;8.17269147135e-05;
2.04447388638e-05;0.0;
2.03591153281e-05;0.0;
4.08842768348e-05;8.17535972358e-05;
4.08896381501e-05;0.0;
0.0;2.03679143736e-05;
6.11656984161e-05;6.12402224451e-05;
2.04030947564e-05;0.0;
0.0;4.08641710661e-05;
6.13383732554e-05;4.08131769678e-05;
2.03575294635e-05;0.0;
4.08140293783e-05;4.08212666152e-05;
2.04153268276e-05;4.08216106174e-05;
2.03847257809e-05;0.0;
4.08087508177e-05;4.07410932849e-05;
2.03471599528e-05;4.08245130638e-05;
2.04343556148e-05;0.0;
4.0740219789e-05;8.14716092466e-05;
2.03786262364e-05;0.0;
2.03680446441e-05;0.0;
6.12605330777e-05;8.16808368599e-05;
2.04294980123e-05;0.0;
0.0;2.04194139103e-05;
6.13553266096e-05;6.13381325911e-05;
2.04200758516e-05;0.0;
4.07674992168e-05;4.07754112362e-05;
2.04198115549e-05;4.08283997904e-05;
2.03649716706e-05;0.0;
4.05949797351e-05;4.06039465996e-05;
2.04112534942e-05;4.07540311997e-05;
2.03829209017e-05;0.0;
4.07752033675e-05;8.16086803011e-05;
2.03827493702e-05;0.0;
2.03753834903e-05;0.0;
6.13539475229e-05;8.17881248306e-05;
0.0;0.0;
2.04197800337e-05;2.04195884841e-05;
6.1154148346e-05;6.11333793503e-05;
2.04069832075e-05;0.0;
2.04283379672e-05;4.08481259109e-05;
4.04996855363e-05;4.05179352746e-05;
2.04361283287e-05;0.0;
4.0706847505e-05;4.06614746182e-05;
2.03865503142e-05;4.08256712503e-05;
2.04129592016e-05;0.0;
4.05403536515e-05;6.07881390053e-05;
2.03264525905e-05;2.03302638106e-05;
2.0382261367e-05;0.0;
4.08241302468e-05;8.16294439761e-05;
2.03861032129e-05;0.0;
2.04501314296e-05;2.04462994493e-05;
6.11634504146e-05;6.11749169501e-05;
2.04168223258e-05;0.0;
2.04493264973e-05;4.08349245635e-05;
4.07691422669e-05;4.08330532043e-05;
2.04652715753e-05;0.0;
4.07464750387e-05;4.07560112324e-05;
2.0447113868e-05;4.08310026631e-05;
2.03934429884e-05;0.0;
4.07431348053e-05;4.0758039758e-05;
2.04105921247e-05;4.082033154e-05;
2.03905630197e-05;0.0;
4.08310026631e-05;8.16613460889e-05;
2.04229932693e-05;0.0;
2.0416121814e-05;2.04160903042e-05;
6.1218515947e-05;6.12180582924e-05;
2.03936364664e-05;0.0;
0.0;4.07516988715e-05;
6.12843732504e-05;4.06880854711e-05;
2.03312997675e-05;0.0;
4.08265484144e-05;4.08265241828e-05;
2.04169750389e-05;4.08265484144e-05;
2.03691399467e-05;0.0;
4.0464530217e-05;4.05188183587e-05;
2.03699289271e-05;4.07512160212e-05;
2.03450704692e-05;0.0;
4.08572874808e-05;8.17028891286e-05;
2.0397968915e-05;0.0;
2.03810269679e-05;0.0;
6.12510123822e-05;8.16480957387e-05;
2.0412939817e-05;0.0;
0.0;2.04580090047e-05;
6.12291892315e-05;6.12313185211e-05;
2.03872270454e-05;0.0;
4.0578532413e-05;4.05923110487e-05;
2.04169023181e-05;4.08336398037e-05;
2.0418012579e-05;0.0;
4.08302077096e-05;4.08197986147e-05;
2.03809327636e-05;4.07723465955e-05;
2.04176053077e-05;0.0;
4.07476529395e-05;8.15109792883e-05;
2.04391912346e-05;0.0;
2.0401238217e-05;0.0;
6.09907553795e-05;0.0;
0.0;2.035074774e-05;
6.1155387975e-05;6.12330264201e-05;
2.04141490044e-05;0.0;
4.08446040703e-05;4.08390120921e-05;
2.03809762424e-05;4.07761025359e-05;
2.04193848149e-05;0.0;
4.07493909503e-05;4.07490047129e-05;
2.04158261106e-05;4.08226475041e-05;
2.03874397416e-05;0.0;
4.05807587746e-05;6.09044171397e-05;
2.04136813057e-05;2.04136716127e-05;
2.04140060269e-05;0.0;
4.07692872483e-05;8.15325340322e-05;
2.04080415294e-05;0.0;
2.03853008965e-05;2.0408000357e-05;
6.13139736719e-05;6.12952151656e-05;
2.03614005645e-05;0.0;
2.04172489587e-05;4.08254095623e-05;
4.07565231745e-05;4.07633293637e-05;
2.04303717734e-05;0.0;
4.0740967808e-05;4.0751496073e-05;
2.04168538379e-05;4.08334410367e-05;
2.04538869964e-05;0.0;
4.08440365578e-05;6.1269867541e-05;
2.03741692353e-05;2.03736937116e-05;
2.03843488319e-05;0.0;
4.08299411163e-05;8.16587480222e-05;
2.0434387181e-05;0.0;
2.03978164861e-05;2.03983657248e-05;
6.126593115e-05;6.12772833001e-05;
2.04354240631e-05;0.0;
4.0736962607e-05;4.07444283567e-05;
2.04194551288e-05;4.08296793735e-05;
2.03664766846e-05;0.0;
4.07615853328e-05;4.08220176134e-05;
2.04168950461e-05;4.08232967965e-05;
2.0413892131e-05;0.0;
4.06950758703e-05;8.14730374109e-05;
2.04090151857e-05;0.0;
2.03440523626e-05;0.0;
6.11350238331e-05;8.15574264989e-05;
2.04186016966e-05;0.0;
0.0;2.04109773127e-05;
6.12676409805e-05;6.1267182591e-05;
2.03779162693e-05;0.0;
4.07693065792e-05;4.07633486889e-05;
2.03326820089e-05;4.06680278924e-05;
2.03801743295e-05;0.0;
4.07379951979e-05;4.0819212413e-05;
2.03792831208e-05;4.07694080669e-05;
2.04175931868e-05;0.0;
4.08371015677e-05;8.16745716473e-05;
2.04134074817e-05;0.0;
2.03824739596e-05;0.0;
6.12545250216e-05;8.16723703225e-05;
2.04193217753e-05;0.0;
0.0;2.04200152325e-05;
6.12426578466e-05;6.12413783279e-05;
2.04561205586e-05;0.0;
4.08280120537e-05;4.07857106434e-05;
2.03877853824e-05;4.08262043289e-05;
2.04185604815e-05;0.0;
4.08360445523e-05;4.08351087999e-05;
2.04155110263e-05;4.08328495953e-05;
2.04180198518e-05;0.0;
4.0770263483e-05;8.15591671233e-05;
2.04579481602e-05;0.0;
2.03734813021e-05;0.0;
6.10241580957e-05;8.13790398879e-05;
2.04205341439e-05;0.0;
0.0;2.00263285781e-05;
6.1263246545e-05;6.1262271706e-05;
2.04169556467e-05;0.0;
4.08969168175e-05;4.08890645242e-05;
2.03859002112e-05;4.07795255397e-05;
2.04610224796e-05;0.0;
4.08259571726e-05;4.08380325623e-05;
2.03795560301e-05;4.07582667722e-05;
2.04358733304e-05;0.0;
4.07919411665e-05;8.15777093825e-05;
2.03842690945e-05;0.0;
2.04456333759e-05;0.0;
2.04398544589e-05;0.0;
0.0;2.04536023618e-05;
6.13454992339e-05;6.13327728295e-05;
2.04169532226e-05;0.0;
2.04199036943e-05;4.08398461842e-05;
4.09379582092e-05;4.09381238851e-05;
2.04429233423e-05;0.0;
4.05984826191e-05;4.0650690115e-05;
2.04255985511e-05;4.08426299708e-05;
2.04337655878e-05;0.0;
4.08040980998e-05;4.07900930955e-05;
2.04020490499e-05;4.05226470926e-05;
2.03752820957e-05;0.0;
4.0490349939e-05;8.08373961851e-05;
1.97150825948e-05;0.0;
2.03856367984e-05;2.03900045305e-05;
6.13582017304e-05;6.1275703935e-05;
2.02105532355e-05;0.0;
0.0;2.03681387293e-05;
6.09965026581e-05;6.09953199426e-05;
2.02618415856e-05;0.0;
4.06630658648e-05;4.06616332565e-05;
